"longitude","latitude","type","url","record","observation_type","scientific_name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A33209/","UCMP:V:33209","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V33209&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:54:58.319306"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A33210/","UCMP:V:33210","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V33210&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:54:58.361402"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A33276/","UCMP:V:33276","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V33276&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:55:00.155413"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A33277/","UCMP:V:33277","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V33277&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:55:00.180655"
-101.68,34.9228,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A34773/","UCMP:V:34773","fossil","Ursus sp.","United States","Texas",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V34773&one=T","Cita Canyon 1","1000","JOHNSTON,C.S.","2014-06-05T14:52:50.917854"
-101.68,34.9228,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A34774/","UCMP:V:34774","fossil","Ursus sp.","United States","Texas",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V34774&one=T","Cita Canyon 1","1000","JOHNSTON,C.S.","2014-06-05T14:52:50.940474"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A35706/","UCMP:V:35706","fossil","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V35706&one=T","Samwel Cave 2","1000","Furlong, E.L.","2014-10-14T16:56:17.632407"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A114150/","UCMP:V:114150","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V114150&one=T","Samwel Cave 3","1000","WOODEN,G.","2014-06-05T14:36:57.729943"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A205876/","UCMP:V:205876","fossil","Ursus sp.","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V205876&one=T","Lamar Cave",NA,"Hadly, E.A.","2014-10-14T18:22:17.372998"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A205877/","UCMP:V:205877","fossil","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V205877&one=T","Lamar Cave",NA,"Hadly, E.A.","2014-10-14T18:22:17.398434"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A205878/","UCMP:V:205878","fossil","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V205878&one=T","Lamar Cave",NA,"Hadly, E.A.","2014-06-05T14:44:22.283820"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A205879/","UCMP:V:205879","fossil","Ursus arctos","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V205879&one=T","Lamar Cave",NA,"Hadly, E.A.","2014-06-05T14:44:22.318342"
-122.0719,37.9792,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A190565/","UCMP:V:190565","fossil","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V190565&one=T","Pacheco 2","1000","None","2014-10-14T19:03:30.541005"
-122.0719,37.9792,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A190927/","UCMP:V:190927","fossil","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V190927&one=T","Pacheco 2","1000","None","2014-10-14T19:03:46.055127"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A228553/","UCMP:V:228553","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V228553&one=T","Samwell Cave General","1000","Munthe, J.","2014-10-14T19:29:15.869259"
-122.2381,40.9167,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A228554/","UCMP:V:228554","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V228554&one=T","Samwell Cave General","1000","Munthe, J.","2014-10-14T19:29:15.894978"
-119.6292,35.2933,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A248034/","UCMP:V:248034","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V248034&one=T","Sternberg Pit (McKittrick)","1000","None","2014-10-14T19:39:19.704365"
-119.6292,35.2933,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A248089/","UCMP:V:248089","fossil","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V248089&one=T","Sternberg Pit (McKittrick)","1000","None","2014-10-14T19:39:28.235702"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A193344/","MVZ:Mamm:193344","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:193344","Nutat Lake, Game Management Unit 24, 350 km NW Fairbanks",NA,"Collector(s): Jerry O. Wolff","2015-02-05T04:16:48.564387"
-122.4606,44.4317,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A86864/","MVZ:Mamm:86864","specimen","Ursus americanus ssp.","United States","Oregon",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:86864","6 mi from summit of mountains above Cascadia","16106","Collector(s): Stanley G. Jewett","2015-02-05T04:21:08.672017"
-147.7648,59.8807,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A970/","MVZ:Mamm:970","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:970","MacLeod Bay, Montague Island, Prince William Sound","4894","Collector(s): Allen E. Hasselborg","2015-02-05T04:22:15.464552"
-118.1517,34.3102,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A000227/","LACM:Mammals:000227","specimen","Ursus arctos horribilis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","San Gabriel Mts; Big Tujunga Canyon, near head","10810","Richardson, W L","2014-05-29T15:12:32.153056"
-152.4094,57.7892,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A009821/","LACM:Mammals:009821","specimen","Ursus arctos middendorffi","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Kodiak Co, Kodiak Id","10622","Stager, K E","2014-05-29T15:17:46.347647"
-154.0431,57.3648,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A031266/","LACM:Mammals:031266","specimen","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Kodiak Id; Karluk Lake","9495","Lindsley, R.; Mus. Exp. under Lincoln, M","2014-05-29T15:28:44.004245"
-118.7119,34.6084,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A033357/","LACM:Mammals:033357","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Interstate Hwy 5; Castaic, 10 mi N, Rocky Point","3553","Cal Fish and Game; Lester, L A","2014-05-29T15:29:45.463260"
-153.9023,57.5243,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A052171/","LACM:Mammals:052171","specimen","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Kodiak Id; Uyak Bay; Uyak Id","16254","Boone, D L; Boone; Alaska Fish & Game","2014-05-29T15:39:40.076615"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A092300/","LACM:Mammals:092300","specimen","Ursus americanus americanus","United States","Pennsylvania",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","",NA,"Hoy, N D","2014-05-29T16:00:59.406636"
-154.3853,57.2903,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A088913/","LACM:Mammals:088913","specimen","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Kodiak; 2-1/2 mi NW of N end of Red Lake","2700","Olmstead, T","2014-05-29T15:59:10.668267"
-132.8109,56.598,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8327/","MVZ:Mamm:8327","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8327","Mitkof Island, Alexander Archipelago","26460","Collector(s): Allen E. Hasselborg","2015-02-05T04:25:51.569370"
-135.901,58.456,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A437/","MVZ:Mamm:437","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:437","Bartlett Cove, Glacier Bay","2479","Collector(s): Chase Littlejohn","2015-02-05T04:30:03.492280"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A215987/","MVZ:Mamm:215987","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:215987","no specific locality, Yosemite National Park",NA,"Collector(s): David M. Graber","2015-02-05T04:37:47.909022"
-118.0004,34.2949,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A46918/","MVZ:Mamm:46918","specimen","Ursus arctos ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:46918","near head of Big Tujunga Canyon","1219","Collector(s): W. L. Richardson","2015-02-05T04:44:30.377267"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A215983/","MVZ:Mamm:215983","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:215983","no specific locality, Yosemite National Park",NA,"Collector(s): David M. Graber","2015-02-05T04:50:21.388654"
-121.459,40.2362,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A64933/","MVZ:Mamm:64933","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:64933","5 mi down Deer Creek Rd.","1712","Collector(s): Ward C. Russell, et al.","2015-02-05T04:57:43.669799"
-121.5445,40.0796,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A99741/","MVZ:Mamm:99741","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:99741","near Butte Meadows","5082","Collector(s): Lloyd G. Ingles","2015-02-05T05:01:58.184126"
-119.5307,37.5684,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A31826/","MVZ:Mamm:31826","specimen","Ursus arctos ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:31826","near E end of Crescent Lake, ca. 12 mi S Yosemite Valley, Yosemite National Park","804","Collector(s): J. S. Washburn","2015-02-05T05:03:13.132184"
-119.0006,37.6309,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A199146/","MVZ:Mamm:199146","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:199146","Mammoth Lakes","7900","Collector(s): Daniel R. Dawson","2015-02-05T05:09:55.912921"
-120.6108,43.9712,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A24535/","MVZ:Mamm:24535","specimen","Ursus americanus ssp.","United States","Oregon",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:24535","no specific locality recorded","385965","Collector(s): Joseph Grinnell","2015-02-05T05:12:10.344937"
-134.2898,57.7127,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4342/","MVZ:Mamm:4342","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4342","Hasselborg Lake, Admiralty Island, Alexander Archipelago","7468","Collector(s): Allen E. Hasselborg","2015-02-05T05:21:49.572490"
-123.4863,39.6862,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A38338/","MVZ:Mamm:38338","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38338","Clarke Ranch, 8 mi W Laytonville","1609","Collector(s): F. C. Clarke","2015-02-05T05:22:02.827218"
-134.764,58.1297,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A221/","MVZ:Mamm:221","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:221","Hawk Inlet, Admiralty Island, Alexander Archipelago","7308","Collector(s): Annie M. Alexander, Allen E. Hasselborg","2015-02-05T05:31:05.343117"
-150.6098,60.4809,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8942/","MVZ:Mamm:8942","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8942","Kenai River, Kenai Peninsula","43849","Collector(s): Annie M. Alexander, S. Mishakoff","2015-02-05T05:32:57.802360"
-135.3712,57.4669,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A251/","MVZ:Mamm:251","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:251","Rodman Bay, Baranof Island, Alexander Archipelago","5698","Collector(s): Frank Stephens","2015-02-05T05:36:41.985120"
-134.0623,57.6649,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4348/","MVZ:Mamm:4348","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4348","Mole Harbor, Admiralty Island, Alexander Archipelago","3284","Collector(s): F. Mason","2015-02-05T05:44:21.062503"
-162.0326,55.088,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4712/","MVZ:Mamm:4712","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4712","Belkofski, Alaska Peninsula","403","Collector(s): Annie M. Alexander, L. L. Bales","2015-02-05T05:52:49.174175"
-119.5992,37.7366,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A99298/","MVZ:Mamm:99298","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:99298","Yosemite Valley, Yosemite National Park","6437","Collector(s): Donald F. Hoffmeister","2015-02-05T05:54:14.624280"
-112.6375,45.2164,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A101698/","MVZ:Mamm:101698","specimen","Ursus americanus ssp.","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:101698","Lower Rock Creek, Como District","1635","Collector(s): William L. Jellison","2015-02-05T05:56:54.627741"
-139.2956,59.4239,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4329/","MVZ:Mamm:4329","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4329","Anklin [=Ahrnklin and Aantlen] River, Yakutat Bay Region","18573","Collector(s): Allen E. Hasselborg","2015-02-05T06:01:11.802779"
-118.3026,36.2296,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A16483/","MVZ:Mamm:16483","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:16483","Jordan Hot Springs, Sierra Nevada","30","Collector(s): S. J. Lathrop","2015-02-05T06:08:17.937778"
-110.8291,44.4644,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A14709/","MVZ:Mamm:14709","specimen","Ursus americanus ssp.","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:14709","Upper Geyser Basin, Yellostone National Park","3218","Collector(s): unknown","2015-02-05T06:09:13.043594"
-121.0356,39.6576,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A121845/","MVZ:Mamm:121845","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:121845","near head Valley Creek, 2 mi SW Lexington Lookout, S13 T12N R8E Mdm","1163","Collector(s): F. P. Cronemiller","2015-02-05T06:16:20.475396"
-120.6809,40.2992,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A114218/","MVZ:Mamm:114218","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:114218","8 mi W Janesville","1609","Collector(s): William M. Longhurst, J. Perry","2015-02-05T06:19:10.708309"
-119.5992,37.7366,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A21402/","MVZ:Mamm:21402","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:21402","Yosemite Valley, Yosemite National Park","6437","Collector(s): F. Harvey Holden, N. G. Guiberson","2015-02-05T06:34:10.913883"
-119.8608,37.7961,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A163001/","MVZ:Mamm:163001","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:163001","Hodgdon Meadow, Yosemite National Park","30","Collector(s): David M. Graber","2015-02-05T06:34:38.236278"
-132.8109,56.598,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8325/","MVZ:Mamm:8325","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8325","Mitkof Island, Alexander Archipelago","26460","Collector(s): Allen E. Hasselborg","2015-02-05T06:45:28.741023"
-123.5647,41.9996,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A70348/","MVZ:Mamm:70348","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:70348","3 mi E junction of E fork Illinois River and state line","4704","Collector(s): Emmet T. Hooper, A. L. Hobart","2015-02-05T06:55:17.278900"
-114.315,48.1965,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A8235%2B3181%2B2553%2B0130%3A1/","CalPhotos:8235+3181+2553+0130:1","photo","Ursus americanus","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=468&one=T","Kalispell, MT","1000","","2014-10-17T10:49:07.658155"
-114.315,48.1965,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A8235%2B3181%2B2555%2B0062%3A1/","CalPhotos:8235+3181+2555+0062:1","photo","Ursus americanus","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=649&one=T","Kalispell, MT","1000","","2014-10-17T10:50:27.849003"
-149.4758,68.1294,"Feature","https://ecoengine.berkeley.edu/api/observations/CalPhotos%3A1351%2B3151%2B0897%2B0105%3A1/","CalPhotos:1351+3151+0897+0105:1","photo","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/9/","http://calphotos.berkeley.edu/cgi/img_query?seq_num=174666&one=T","Brooks Range, Atigun Pass area","1000","","2014-10-17T10:59:49.191466"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A051119/","LACM:Mammals:051119","specimen","Ursus arctos","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","",NA,"None","2014-05-29T15:39:10.540672"
-118.9576,34.4261,"Feature","https://ecoengine.berkeley.edu/api/observations/LACM%3AMammals%3A085958/","LACM:Mammals:085958","specimen","Ursus americanus","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/2/","","Filmore, Snow Canyon","2398","None","2014-05-29T15:57:37.760425"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4711/","MVZ:Mamm:4711","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4711","Alaska Peninsula",NA,"Collector(s): Annie M. Alexander, C. H. Ladd","2015-02-05T01:38:36.786182"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A193329/","MVZ:Mamm:193329","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:193329","Milepost 95 on the Elliott Highway, Game Management Unit 20B",NA,"Collector(s): Jerry O. Wolff","2015-02-05T01:56:40.986486"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A113385/","MVZ:Mamm:113385","specimen","Ursus arctos ssp.","United States","Colorado",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:113385","NW corner of Black Mt.",NA,"Collector(s): J. W. Anthony","2015-02-05T03:19:40.147234"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A193345/","MVZ:Mamm:193345","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:193345","Robinson River, 200 km SE Fairbanks",NA,"Collector(s): Jerry O. Wolff","2015-02-05T04:17:13.221990"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4722/","MVZ:Mamm:4722","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4722","""Coast Range""",NA,"Collector(s): J. Hornung","2015-02-05T05:25:57.239602"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A3002/","UCMP:V:3002","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V3002&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:41:43.731974"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A3047/","UCMP:V:3047","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V3047&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:41:44.883236"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A3163/","UCMP:V:3163","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V3163&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:41:47.741314"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A3362/","UCMP:V:3362","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V3362&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:41:50.608034"
-122.2833,40.7917,"Feature","https://ecoengine.berkeley.edu/api/observations/UCMP%3AV%3A3720/","UCMP:V:3720","fossil","Ursus sp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/21/","http://ucmpdb.berkeley.edu/cgi/ucmp_query2?spec_id=V3720&one=T","Potter Creek Cave","1000","SINCLAIR+FURLONG","2014-10-14T16:41:55.094052"
